id,tweet,subtask_a,subtask_b,subtask_c
63577,"['vinnie', 'gon', 'na', 'hunt', 'antifa', 'march', 'hard', 'recognise', 'face_with_tears_of_joy']",NOT,,
38989,"['joking', 'loudly_crying_face']",NOT,,
52812,"['gross', 'disgusting', 'revealing', 'response', 'care', 'daughter', 'came', 'home', 'said', 'thought', 'going', 'die', 'someone', 'tried', 'rape', 'one', 'sick', 'person', 'condone', 'participate', 'one', 'minute', 'america']",OFF,TIN,IND
43479,"['meanwhile', 'media', 'antifa', 'url']",NOT,,
98619,"['polling', 'mexicans', 'tacobellanotherkindoffood', 'harris', 'saysitall', 'iamone']",NOT,,
10317,"['god', 'good', 'us', 'folded_hands', 'thumbs_up']",NOT,,
16443,"['qanda', 'fahrenheit', 'coming', 'regarding', 'conservatives', 'thought', 'police']",NOT,,
64505,"['political', 'zealotry', 'tribalism', 'new', 'religion', 'america', 'problem', 'contributing', 'url', 'partisanship', 'tcot', 'conservatives', 'conservative', 'gop', 'democrats', 'progressives', 'liberals', 'think', 'reason']",NOT,,
67176,"['right', 'protest', 'protesting', 'anthem', 'causes', 'people', 'even', 'recognize', 'protesting', 'nobody', 'even', 'talking', 'issue', 'fact', 'kneeling', 'anthem', 'counterproductive']",NOT,,
72001,"['difference', 'affecting', 'crime', 'rates', 'hi', 'conus', 'gun', 'control']",NOT,,
32181,"['newer', 'info', 'week', 'obvious', 'right', 'kaz', 'said', 'june', 'ipo', 'go', 'nov', 'sept', 'say', 'hold', 'filing', 'issues', 'simply', 'change', 'control', 'right', 'sure', 'enjoyable', 'listening']",NOT,,
12260,"['shit', 'lmaaaaoooo', 'making', 'sure']",OFF,UNT,
95678,"['bono', 'cares', 'soon', 'people', 'understand', 'gain', 'nothing', 'following', 'phony', 'celebrity', 'become', 'leader', 'people', 'instead', 'help', 'support', 'fellow', 'countrymen']",NOT,,
11211,"['unique', 'situation', 'bc', 'apparently', 'knew', 'well', 'supposedly', 'dated', 'see', 'details', 'emerge', 'url']",NOT,,
97276,"['liberals', 'pitching', 'fits']",NOT,,
70193,"['convenient', 'democrats', 'must', 'destroy', 'man', 'front', 'wife', 'children', 'sake', 'power', 'power', 'allows', 'weaponize', 'fbi', 'cia', 'nsa', 'irs', 'used', 'conservatives']",OFF,TIN,OTH
80324,"['literally', 'told', 'thought', 'fake', 'nice', 'bitch', 'url']",OFF,TIN,IND
19289,"['complete', 'idiot']",OFF,TIN,IND
83339,"['stinking', 'media', 'says', 'antifa', 'code', 'pink', 'black', 'radicals', 'every', 'one', 'ever', 'saw', 'racist', 'white', 'democrat', 'blame', 'violence', 'blacks', 'bad', 'stuff']",OFF,TIN,OTH
39623,"['beeto', 'drunk', 'drivers', 'leave', 'scene', 'accident', 'vote', 'sewed', 'maga', 'txsen', 'url']",OFF,UNT,
89778,"['liberals', 'stand']",NOT,,
86892,['prayers'],NOT,,
43465,"['worst', 'speaker', 'ever']",OFF,TIN,IND
95473,"['fake', 'news', 'finest', 'change', 'name', 'antifa', 'chicken', 'gropers', 'news', 'use']",NOT,,
84536,"['yes', 'investigation']",NOT,,
20387,"['car', 'automobile']",NOT,,
32542,"['liberals', 'never', 'apologize']",NOT,,
97010,['disgrace'],NOT,,
76616,"['eric', 'fast', 'n', 'furious', 'holder']",NOT,,
61240,"['jr', 'nothing', 'waste', 'time', 'human', 'waste']",OFF,TIN,IND
88696,"['looks', 'like', 'big', 'group', 'way', 'lean', 'teamtrump', 'maga', 'url']",NOT,,
42266,"['stating', 'fact', 'rate', 'black', 'people', 'murdered', 'black', 'people', 'much', 'higher', 'murdered', 'white', 'people', 'shine', 'light', 'save', 'chicago']",NOT,,
93653,"['strange', 'gun', 'control', 'never', 'works', 'criminals', 'never', 'obey', 'laws', 'firstresponder', 'url']",NOT,,
75591,"['false', 'rolling_on_the_floor_laughing']",NOT,,
64917,"['album', 'boring', 'face_with_thermometer', 'way', 'ass', 'took', 'forever', 'make', 'even', 'close', 'djsjsjjs', 'could']",OFF,TIN,IND
50431,"['probably', 'millionaire', 'get', 'paid', 'money', 'slander', 'ruin', 'someones', 'name', 'go', 'away', 'want', 'get', 'sued', 'slander', 'libel', 'democrat', 'party', 'pays', 'lot', 'money', 'get', 'people', 'make', 'false', 'accusations', 'conservatives']",OFF,TIN,GRP
75717,['yes'],NOT,,
13552,"['good', 'vibes', 'going', 'towards', 'robert']",NOT,,
82989,"['climate', 'change', 'myth', 'gun', 'control', 'unconstitutional', 'gestapo', 'stupid', 'thing', 'say', 'upholding', 'laws', 'books', 'since', 'dumbasses']",OFF,TIN,GRP
41314,"['remembers', 'leftist', 'argument', 'favor', 'antifa', 'right', 'around', 'first', 'became', 'national', 'news']",NOT,,
60287,"['follow', 'pen', 'fountain_pen', 'maga', 'United_States', 'mightier', 'sword', 'dagger', 'qanon', 'United_States', 'wwgwga', 'United_States']",NOT,,
31996,"['entire', 'faction', 'dedicated', 'idea', 'school', 'shootings', 'faked', 'try', 'get', 'gun', 'control', 'laws', 'passed']",OFF,TIN,GRP
86689,"['debt', 'unsubstantiated', 'backed', 'full', 'faith', 'credit', 'united', 'states', 'except', 'conservatives', 'decide', 'believe']",NOT,,
19300,"['followed', 'flake', 'lead', 'left', 'senate', 'one', 'unpopular', 'guy', 'always', 'working', 'potus', 'another', 'rino', 'senate', 'swamp', 'creatures']",NOT,,
87598,"['bo', 'bitterly', 'po', 'donald', 'trumps', 'presidency', 'made', 'look', 'like', 'bad', 'president']",NOT,,
67685,"['hope', 'shocked', 'bad', 'novemberkag']",NOT,,
79245,"['cute', 'look', 'like']",NOT,,
93404,"['yes', 'please', 'take', 'constitution', 'away', 'us', 'took', 'article', 'sec', 'away', 'know', 'took', 'away', 'us', 'one', 'section', 'constitution', 'gun', 'control', 'laws', 'come', 'form', 'thank']",NOT,,
36869,"['keep', 'going', 'patriots', 'friends', 'spam', 'spam', 'send', 'followers', 'url']",NOT,,
14098,"['anyone', 'proof', 'read', 'articles', 'post', 'article', 'states', 'victim', 'hospital', 'critical', 'condition', 'remains', 'probably', 'best', 'headline', 'tells', 'us', 'dead', 'sack', 'yo', 'work', 'experience', 'kid', 'put', 'together']",NOT,,
70111,"['think', 'antifa', 'stands', 'fascists', 'decent', 'people', 'look', 'history', 'flabby', 'bigots', 'run', 'tails', 'legs', 'like', 'always']",OFF,TIN,IND
85036,"['yeah', 'antifa', 'nothing', 'violent', 'thugs', 'assault', 'anyone', 'everything']",OFF,TIN,IND
15930,"['adds', 'bought']",NOT,,
86256,"['black', 'conservatives', 'routinely', 'labeled', 'black', 'uncle', 'tom', 'attacking', 'black', 'conservatives', 'black']",NOT,,
93610,"['players', 'stand', 'counted', 'like', 'soccer', 'players', 'url']",OFF,TIN,GRP
95376,"['never', 'get', 'tired', 'winning', 'url']",NOT,,
49588,['ouch'],NOT,,
86387,"['come', 'save', 'america', 'like', 'superheroes', 'url']",NOT,,
29104,"['need', 'makeup', 'bc', 'beautiful', 'asf', 'angel', 'growing_heart', 'growing_heart', 'growing_heart', 'growing_heart', 'love', 'u']",NOT,,
47866,"['mad', 'pos', 'crap', 'except', 'divide', 'country']",OFF,TIN,IND
56360,"['still', 'listening', 'hear', 'mumbojumbo']",NOT,,
39434,"['converted', 'christians', 'also', 'muslims', 'also', 'left', 'leaning', 'liberals', 'also']",NOT,,
45353,"['white', 'liberals', 'see', 'blacks', 'equals', 'people', 'pitied', 'felt', 'sorry', 'use', 'victim', 'mindset', 'waled', 'away', 'url']",NOT,,
18765,"['cruz', 'needs', 'add', 'antifa', 'proposed', 'act', 'way', 'literally', 'kill', 'birdsofafeather', 'one', 'stone']",NOT,,
39441,"['tf', 'white', 'devil', 'jersey', 'shore', 'bitch']",OFF,TIN,IND
59102,"['hope', 'shows', 'plug', 'bullet', 'hole', 'people', 'getting', 'fed', 'mommy', 'warriors', 'bad', 'things', 'going', 'happen', 'antifa', 'soon', 'reigned']",OFF,TIN,OTH
50519,['nope'],NOT,,
78443,"['pats', 'tears', 'gosh', 'dammit', 'sniffs', 'sighs', 'baby', 'sniffs', 'deserve', 'broken_heart', 'loudly_crying_face', 'precious', 'url']",OFF,UNT,
47507,"['hopefully', 'indicted', 'soon', 'least', 'loretta', 'lynch', 'charming', 'eloquent']",NOT,,
29793,"['guncontrol', 'specifically', 'targets', 'minorities', 'entire', 'reason', 'gun', 'control', 'exists', 'pure', 'unadulterated', 'racism', 'bigots', 'like', 'wanted', 'keep', 'recently', 'freed', 'slaves', 'disarmed', 'subordinate', 'thankfully', 'grown', 'url']",NOT,,
90594,"['post', 'conservatives', 'declaring', 'ford', 'liar', 'without', 'evidence', 'url']",OFF,TIN,GRP
41069,"['black', 'would', 'cute', 'w', 'ur', 'skin', 'tone']",NOT,,
19237,"['hardly', 'problem', 'antifa', 'hundreds', 'showed', 'riot', 'destroy']",OFF,TIN,GRP
93224,"['wish', 'suck', 'angel', 'cookie']",NOT,,
60998,"['prepping', 'flood', 'url']",NOT,,
90300,"['dallon', 'said', 'lit', 'sorry', 'sweetie', 'cancelled']",NOT,,
78129,"['division', 'nation', 'utter', 'nonsense']",OFF,TIN,OTH
99087,"['yes', 'one', 'make', 'threats', 'really', 'happens', 'call', 'assassination', 'antifa', 'great', 'damage', 'done', 'inauguration', 'day', 'parkland', 'lt', 'lt', 'trained', 'obama', 'policies', 'scalise', 'near', 'hit', 'go', 'home', 'swalwell']",NOT,,
54104,"['fighting', 'back', 'corporate', 'gun', 'control', 'could', 'use', 'help', 'spreading', 'word', 'check', 'url']",NOT,,
98111,"['actually', 'wrong', 'numbers', 'substantially', 'better', 'trump', 'directly', 'effect', 'tax', 'cuts', 'deregulations']",NOT,,
90551,"['listen', 'carefully', 'leftists', 'exactly', 'liberals', 'leftists', 'trusted']",NOT,,
79448,['bitch'],OFF,TIN,IND
63747,"['sounds', 'like', 'describing', 'trumps']",NOT,,
96880,"['hitler', 'would', 'proud', 'david', 'hogg', 'trying', 'disarm', 'american', 'citizen', 'democrats', 'come', 'power', 'helpless', 'can', 'not', 'defend', 'ar', 'url']",NOT,,
45422,"['fail', 'realize', 'even', 'trump', 'supporters', 'decide', 'use', 'force', 'protest', 'like', 'lunatic', 'left', 'like', 'white', 'sleeves', 'antifa', 'soy', 'boy', 'really', 'want', 'keep', 'level', 'rhetoric']",OFF,TIN,OTH
95660,"['allowed', 'rules', 'believe', 'women', 'support', 'love', 'put', 'fav', 'team', 'jersey', 'sit', 'next', 'even', 'hate', 'football', 'one']",NOT,,
84745,"['monster', 'place', 'find', 'jobs', 'near', 'companies', 'hiring', 'right', 'future', 'could', 'change', 'fill', 'application', 'url', 'ld']",NOT,,
45619,"['yes', 'grinning_face_with_smiling_eyes', 'passion', 'lovely', 'smiling_face_with_smiling_eyes']",NOT,,
28142,"['way', 'maybe']",NOT,,
21063,"['give', 'fricking', 'break', 'worse', 'southern', 'baptist', 'pagan', 'idolatrous']",OFF,TIN,OTH
83747,"['ironic', 'women', 'vouched', 'kavanagh', 'vouching', 'anymore', 'almost', 'like', 'originally', 'arranged', 'vouch', 'without', 'knowing', 'history', 'huh', 'maga', 'url']",NOT,,
13625,"['trump', 'movie', 'stream', 'free', 'maga', 'maga', 'url', 'url']",NOT,,
62103,"['oh', 'shit']",OFF,TIN,IND
81105,"['well', 'cut']",NOT,,
87582,"['good', 'drawing']",NOT,,
26809,"['bn', 'notong', 'term', 'shud', 'b', 'annually']",NOT,,
25472,"['fact', 'still', 'nominee', 'disgusting']",OFF,TIN,IND
77786,"['poor', 'old', 'rudy', 'full', 'shit', 'christmas', 'goose']",OFF,TIN,IND
91177,"['amen', 'brother', 'bringing', 'back', 'america', 'great', 'country', 'bring', 'president', 'donald', 'j', 'trump']",NOT,,
86940,"['go', 'home', 'newspeak']",NOT,,
72619,"['omg', 'two_hearts']",NOT,,
50160,"['stop', 'trying', 'convince', 'people', 'extremely', 'unpopular', 'unfortunately', 'takes', 'away', 'urgency', 'liberals', 'vote', 'november', 'bluewave', 'nonsense', 'happen', 'people', 'comfortable', 'happen', 'whether', 'vote']",NOT,,
50748,"['really', 'want', 'need', 'lt', 'lt', 'biggest', 'fan', 'love', 'personality', 'love']",NOT,,
95238,"['twittershouldbe', 'place', 'everyone', 'voice', 'including', 'conservatives', 'less', 'shadow', 'banning', 'throttling', 'conservative', 'accounts', 'freedomofspeech', 'throwback', 'bengarrison', 'cartoon', 'url', 'url']",NOT,,
91607,"['image', 'tells', 'story', 'generations', 'people', 'self', 'medicating', 'manage', 'distress', 'count', 'number', 'people', 'lost', 'like', 'say', 'many', 'see', 'beyond', 'sickening', 'labels']",NOT,,
18448,"['grab', 'em', 'pussy', 'problem']",OFF,TIN,IND
95837,"['looking', 'forward', 'meeting', 'conference']",NOT,,
29683,"['followed', 'previously', 'followed', 'maga', 'kag', 'walkaway', 'trumptrain', 'nodaca', 'iwantthewall', 'url']",NOT,,
50919,"['hey', 'ladies', 'watch', 'saturday', 'nights', 'jesse', 'keep', 'good', 'work', 'right', 'jon', 'voight', 'gods', 'man', 'bless', 'heart', 'standing', 'president', 'mean', 'evil', 'people', 'mad', 'dangerous', 'want', 'hope', 'change', 'america']",OFF,TIN,GRP
72198,"['million', 'americans', 'understand', 'embarrassed', 'dealt', 'watching', 'country', 'divided', 'progressive', 'ideologies', 'years', 'ruled', 'entitled', 'elitist', 'liberals', 'yep', 'url']",NOT,,
16602,"['goes', 'chequers', 'finished']",NOT,,
68304,"['billy', 'shears', 'rips', 'mad', 'captain', 'donald', 'trump', 'climate', 'change', 'song']",NOT,,
84668,"['feinstein', 'give', 'grieving', 'parkland', 'gun', 'control', 'nut', 'parent', 'guttenburg', 'full', 'pass', 'get', 'kavanaugh', 'threw', 'body', 'guard', 'full', 'protection', 'mode', 'guttenburg', 'hates', 'trump', 'kavanaugh', 'threatened', 'site', 'blames', 'daughters', 'death']",NOT,,
15611,"['holding', 'life', 'hostage', 'tried', 'everything', 'asked', 'get', 'freeze', 'removed', 'weeks', 'done', 'nothing', 'make', 'happen', 'made', 'easy', 'none', 'antiquated', 'systems', 'work', 'customer', 'service', 'non', 'existent']",NOT,,
20191,"['high', 'road', 'shit', 'work', 'trump', 'conservatives', 'republicans', 'gop', 'magats', 'mister', 'nice', 'guy', 'says', 'go', 'low', 'go', 'jugular', 'stopped']",NOT,,
31564,"['nyt', 'always', 'see', 'church', 'committee', 'legacy', 'ashes', 'infiltrated', 'deep', 'state', 'actors', 'extent', 'deep', 'state', 'go', 'see', 'doj', 'fbi', 'criminality']",NOT,,
30188,"['want', 'believe', 'research', 'discover', 'truth', 'want', 'people', 'see', 'big', 'picture', 'found', 'fakenews', 'leads', 'people', 'echo', 'chambers', 'censorship', 'conservatives', 'bad', 'idea', 'url']",NOT,,
83182,"['liberals', 'idiots']",OFF,TIN,GRP
64135,"['eto', 'ba', 'ang', 'hindi', 'corrupt', 'naive', 'think', 'admin', 'different', 'previous', 'admins', 'url']",NOT,,
71079,"['unfortunately', 'gun', 'control', 'long', 'game', 'house', 'always', 'wins']",OFF,TIN,IND
61175,"['stupid', 'game', 'playing', 'going', 'work', 'kavanaugh', 'confirmed', 'confirmkavanaughnow', 'maga', 'trumpstrong', 'americafirst', 'draintheswamp', 'voterepublican', 'trumpstrong', 'winning', 'United_States', 'United_States', 'United_States']",OFF,UNT,
84287,"['climbs', 'charts', 'christian', 'music', 'wither', 'fig', 'tree', 'false', 'prophet']",OFF,TIN,IND
66988,"['fanatical', 'sycophant', 'religious', 'extremists', 'fucking', 'close', 'getting', 'another', 'whitesupremacist', 'evangelical', 'supremecourt', 'overturn', 'roevwade', 'suck', 'rug', 'pulled', 'underneath', 'feet', 'maga', 'fuckoff', 'gilead', 'kavanaugh', 'url']",OFF,UNT,
38375,"['see', 'speechless', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']",NOT,,
29152,"['vote', 'kavanaugh', 'committed', 'perjury', 'dodgy', 'financials', 'thinks', 'president', 'law', 'thinks', 'contraceptives', 'abortion', 'inducing', 'drugs', 'extreme', 'sc']",OFF,TIN,IND
97573,"['democrats', 'refuse', 'understand', 'freedom', 'several', 'sides', 'every', 'situation', 'understanding', 'intellectual', 'reason', 'u', 'survive', 'todays', 'society', 'one', 'sided', 'fake', 'life', 'truth', 'set', 'us', 'free', 'maga', 'United_States', 'thumbs_up_medium_skin_tone', 'url']",NOT,,
11326,"['sick', 'white', 'neo', 'liberals', 'speaking', 'black', 'people', 'saying', 'love', 'hillary', 'deluded', 'like', 'rep', 'black', 'lives', 'matter', 'appear', 'woke', 'enough', 'keep', 'railing', 'bernie', 'supporters', 'know', 'care', 'b', 'hillary', 'lost', 'trump']",OFF,TIN,GRP
50050,"['fuck', 'bad', 'leslie', 'def', 'added', 'tho', 'lmao', 'im', 'give', 'ypu']",OFF,TIN,GRP
59163,"['today', 'announce', 'new', 'longer', 'term', 'partnerships', 'opened', 'ambitious', 'housing', 'associations', 'ground', 'breaking', 'billion', 'initiative', 'first', 'time', 'government', 'offered', 'housing', 'associations', 'long', 'term', 'certainty', 'houses', 'houses', 'houses', 'houses', 'url']",NOT,,
73885,"['kitchens', 'partner', 'haley', 'right', 'hand', 'man']",NOT,,
18718,"['fans', 'left']",NOT,,
88938,"['knew', 'conservatives', 'would', 'destroy', 'world', 'hoped', 'remain', 'anonymous', 'url']",NOT,,
50005,"['agree', 'completely', 'views', 'gun', 'control', 'seems', 'like', 'common', 'sense', 'think', 'uncommon', 'use', 'common', 'sense', 'trying', 'find', 'way', 'stop', 'gun', 'violence']",NOT,,
37753,"['lmaooo', 'fucking', 'love', 'see', 'hotties', 'soon', 'xox']",OFF,TIN,IND
17769,"['let', 'guess', 'victim', 'circumstances', 'heaven', 'forbid', 'got', 'shot', 'robbing', 'place', 'moron', 'liberals', 'would', 'screaming', 'gun', 'control', 'kid', 'control', 'upbringing', 'control', 'self', 'control']",OFF,TIN,IND
57752,"['calif', 'buys', 'maga', 'url']",NOT,,
24885,"['endure', 'assault', 'every', 'aspect', 'life', 'personality', 'never', 'seen', 'politics', 'relentless', 'comes', 'sides', 'day', 'new', 'drama', 'emerges', 'supporters', 'deal', 'would', 'test', 'psychological', 'warfare']",NOT,,
32399,"['lost', 'virginity', 'process', 'turned', 'clown', 'show', 'protestors', 'democrats', 'paid', 'unethical', 'hate', 'shows', 'everyway', 'trump', 'denounced', 'natzi', 'group', 'bad', 'sides', 'true', 'democrats', 'refuse', 'denounce', 'antifa', 'democratic', 'domestic', 'terror']",OFF,TIN,OTH
25109,"['side', 'antifa', 'handmaids', 'calling', 'radical']",NOT,,
21867,"['right', 'wan', 'na', 'know', 'phone', 'calling', 'police', 'anyway', 'fuckin', 'run', 'rhonda', 'lol']",OFF,UNT,
54087,"['say', 'liberals', 'make', 'false', 'promises', 'wall', 'coming', 'denuclearization', 'nk', 'coming', 'tax', 'break', 'working', 'nice', 'ole', 'tariffs', 'got', 'huh', 'yea', 'keep', 'saying', 'wild', 'outlandish', 'shit', 'make', 'feel', 'better']",NOT,,
64948,"['sexual', 'assault', 'disqualify', 'nomination', 'ask', 'ask', 'questions', 'private', 'public', 'hearing', 'accuser', 'posting', 'facebook', 'stopping', 'conservatives', 'trump', 'dems', 'still', 'trot', 'bill', 'clinton']",NOT,,
27494,"['really', 'means', 'rest', 'america', 'shut', 'take', 'hate', 'white', 'christian', 'conservatives', 'give', 'never', 'fight', 'back']",NOT,,
40458,"['proud', 'president', 'trump', 'maga', 'trump', 'url']",NOT,,
58194,"['flake', 'real', 'flake']",NOT,,
96649,"['judging', 'membership', 'antifa', 'already', 'point']",NOT,,
61432,"['woke', 'bible', 'readings', 'midwest', 'antifa']",NOT,,
60256,"['met', 'looked', 'said', 'charge', 'bitch', 'even', 'though', 'knew', 'domme', 'capacity', 'tried', 'control', 'situation', 'take', 'shut', 'get', 'hell', 'get', 'hurt']",OFF,UNT,
41180,"['enjoy', 'liberals', 'take', 'white', 'boys', 'white']",NOT,,
81126,"['principled', 'conservatives']",NOT,,
65476,"['going', 'super', 'man', 'hard', 'time']",NOT,,
13261,"['antifa', 'feet']",NOT,,
82479,['valid'],NOT,,
60570,"['best', 'memelord', 'could', 'exist']",NOT,,
17410,['evil'],OFF,TIN,IND
54127,"['hey', 'beniesanders', 'come', 'us', 'come', 'enough', 'problems', 'antifa']",NOT,,
17202,"['emotionally', 'detached', 'cautious', 'man', 'youthful', 'military', 'service', 'connections', 'naval', 'intelligence', 'never', 'really', 'talked', 'think', 'still', 'deep', 'throat', 'stuff', 'hidden', 'outing', 'confused', 'mark', 'felt']",NOT,,
68883,"['first', 'amendment']",NOT,,
81507,"['listen', 'fiscal', 'conservatives', 'calling', 'crying', 'mike', 'harris', 'supporters', 'crying', 'weeeehhhhh', 'weeeeehhhhh', 'stand', 'something', 'url']",NOT,,
73171,"['ah', 'great', 'cheers']",NOT,,
59189,"['following', 'patriots', 'already', 'following', 'let', 'mag', 'kag', 'vote', 'red', 'together', 'thank']",NOT,,
74762,"['serves', 'bastards', 'right']",OFF,TIN,IND
76679,"['puppet', 'el', 'mierdas', 'wowowow', 'crying', 'see', 'video', 'url']",NOT,,
84968,"['saying', 'count', 'keep', 'streak', 'alive']",NOT,,
23139,"['indoctrinated', 'ewe', 'programmed', 'believe', 'everything', 'msm', 'propaganda', 'tells', 'left', 'nutcases', 'acting', 'stupid', 'senate', 'hearing', 'antifa', 'hate', 'filled']",OFF,TIN,GRP
13618,['fool'],OFF,TIN,OTH
49149,"['yes', 'bitch', 'loudly_crying_face', 'loudly_crying_face', 'loudly_crying_face', 'loudly_crying_face']",OFF,TIN,IND
86615,"['late', 'antifa']",NOT,,
31755,"['bet', 'headed', 'view']",NOT,,
84452,"['never', 'talked', 'gun', 'control', 'form']",OFF,TIN,GRP
80887,"['blame', 'opponent', 'things', 'guilty', 'pope', 'satanist']",OFF,TIN,IND
13841,"['maybe', 'trump', 'still', 'around', 'democratic', 'challenger', 'invite', 'women', 'trump', 'threatened', 'raped', 'debates', 'fear', 'bobwoodward', 'theresistance', 'magats', 'maga', 'url']",OFF,TIN,IND
84300,['right'],NOT,,
54613,['one'],NOT,,
42560,"['man_facepalming_medium', 'dark_skin_tone', 'man_facepalming_medium', 'dark_skin_tone', 'man_facepalming_medium', 'dark_skin_tone', 'need', 'wylin', 'right', 'sitting', 'like']",NOT,,
52863,"['come', 'texas', 'know', 'ready', 'hand', 'guns', 'liberals']",OFF,TIN,IND
29199,"['say', 'wrong', 'evidence', 'said', 'agree', 'sargon', 'pretty', 'much', 'every', 'subject', 'gun', 'control', 'healthcare', 'centrist', 'believes']",OFF,TIN,IND
24118,"['hispanics', 'flourishing', 'trump', 'economy', 'maga', 'url']",NOT,,
54694,"['absolutely', 'love', 'serena', 'however', 'way', 'behaved', 'totally', 'ref', 'within', 'rights', 'deflecting', 'making', 'women', 'rights']",NOT,,
31491,"['god', 'dang', 'break', 'campaign', 'finance', 'laws', 'jail', 'promise', 'move', 'us', 'go', 'away']",OFF,TIN,IND
57000,"['women', 'vouched', 'kavanaugh', 'recanted', 'accuser', 'comes', 'forward', 'flushed_face', 'wh', 'scrambling', 'weary_face', 'stop', 'demeaning', 'trump', 'tweet', 'clown_face', 'pile_of_poo', 'middle_finger_medium', 'light_skin_tone', 'maga', 'fbrparty', 'gopcomplicit', 'stopkanavaugh', 'trumptrain', 'crazytown', 'alternativefacts', 'url']",NOT,,
29633,"['maga', 'home', 'abject', 'hypocrisy', 'url']",NOT,,
49163,"['nobody', 'wants', 'take', 'guns', 'want', 'gun', 'control', 'guns', 'allow']",OFF,TIN,OTH
26167,"['criminals', 'need', 'gun', 'control']",NOT,,
93307,"['talk', 'bail', 'money', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'well', 'least', 'got', 'hell', 'meal', 'trip', 'town']",NOT,,
90089,"['trust', 'know', 'well', 'enough', 'ok', 'take', 'body', 'another', 'good', 'girl', 'night']",NOT,,
50170,"['say', 'conflicted', 'article', 'would', 'justified', 'right', 'stating', 'really', 'important', 'decision', 'taken', 'postponed', 'inside', 'sargentini', 'report', 'prelude', 'want', 'orban', 'push', 'harder']",NOT,,
91273,"['proud', 'good', 'motivation', 'doubting', 'probably', 'label', 'isnt', 'getting', 'paid']",NOT,,
14659,"['individual', 'excellent', 'taste']",NOT,,
72641,"['yeap', 'politically', 'lame', 'duck', 'already', 'dead', 'politically']",OFF,TIN,IND
77337,"['stanced', 'url']",NOT,,
48081,"['hatred', 'man', 'makes', 'people', 'like', 'fool', 'say', 'things', 'like', 'reality']",OFF,UNT,
77346,"['stricter', 'gun', 'control', 'laws', 'enforced', 'people', 'guns']",NOT,,
29651,"['good', 'see', 'hosting', 'emmys', 'bombed', 'seems', 'liberals', 'like', 'humor', 'asked', 'back', 'career', 'killer', 'da', 'rating', 'tanking', 'bomb', 'go', 'celebrate', 'liberal', 'pals']",OFF,TIN,IND
86098,"['mk', 'ultra']",NOT,,
57660,"['police', 'banter', 'training', 'oh', 'god', 'fools', 'tools', 'maga', 'mega', 'mbga', 'mcga', 'conservatives', 'patriots', 'url']",OFF,TIN,GRP
53883,"['white', 'boys', 'standing', 'every', 'day', 'ms', 'think', 'poster', 'adds', 'speshul', 'emphasis', 'maga', 'wwgwga', 'url']",OFF,TIN,GRP
12533,"['aunt', 'crabby', 'bake', 'special', 'cookies', 'children', 'worry', 'going', 'heat', 'attack']",NOT,,
62474,"['friend', 'mine', 'said', 'touched', 'well', 'know', 'actually', 'remember', 'details', 'happened', 'said', 'referred', 'fbi', 'wait', 'corrupt']",NOT,,
86728,"['last', 'name', 'says', 'lot', 'mess']",NOT,,
45811,"['fun', 'fact', 'rural', 'areas', 'extremely', 'high', 'gun', 'ownership', 'rates', 'nearly', 'zero', 'homicide', 'rates', 'urban', 'areas', 'extreme', 'gun', 'control', 'low', 'ownership', 'rates', 'astronomically', 'high', 'homicide', 'rates', 'correlation', 'exactly', 'opposite']",NOT,,
27116,"['anything', 'say']",NOT,,
83321,"['sexy', 'fuck', 'babygirl', 'fire', 'fire', 'fire']",OFF,TIN,IND
71552,"['roseannebarr', 'never', 'hid', 'racism', 'inexcusable', 'know', 'liberals', 'sunk', 'muslimbrotherhood', 'comment', 'priorities', 'blacklivesmatter', 'must', 'unite', 'end', 'racism', 'roseannebarr', 'open', 'racist', 'decades', 'inexcusable', 'pcliberals', 'wakeup', 'end', 'racism', 'url']",OFF,TIN,GRP
98119,"['globalization', 'threatens', 'nationality', 'causing', 'alt', 'right', 'concerns', 'destroyed', 'values', 'keep', 'us', 'unified', 'like', 'ten', 'commandments', 'constitution', 'alt', 'left', 'demanding', 'mini', 'bolshevik', 'indoctrination', 'oppress', 'everyone', 'start', 'war', 'let', 'god']",NOT,,
77225,"['fake', 'news']",OFF,TIN,IND
73477,"['really', 'wish', 'could', 'find', 'someone', 'better', 'cuccinelli', 'represent', 'conservatives', 'epitome', 'douche', 'bag', 'used', 'car', 'salesman', 'law', 'degree']",NOT,,
94908,"['losing', 'mind']",OFF,TIN,IND
20632,"['said', 'artists', 'paint', 'way', 'showing', 'truly', 'see', 'world', 'well', 'showing', 'liberals', 'see', 'world']",NOT,,
75372,"['unfortunately', 'democrats', 'supporters', 'shown', 'support', 'antifa', 'lied', 'saying', 'protesting', 'peacefully']",NOT,,
75960,"['guy', 'legit', 'case', 'trump', 'fuck', 'sexual', 'orientation', 'laws', 'yet', 'dude', 'needs', 'take', 'court', 'say', 'someone', 'describes', 'one', 'sue', 'people']",OFF,TIN,IND
